tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 
2	HDL in blood	116371	phv00116371.v2.p2	pht001695.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:48:32+00:00	2018-04-17 14:48:32+00:00 
2	HDL in blood	117572	phv00117572.v2.p2	pht001742.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:48:32+00:00	2018-04-17 14:48:32+00:00 
2	HDL in blood	119613	phv00119613.v2.p2	pht001802.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:48:33+00:00	2018-04-17 14:48:33+00:00 
2	HDL in blood	120670	phv00120670.v2.p2	pht001848.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:48:33+00:00	2018-04-17 14:48:33+00:00 
2	HDL in blood	160497	phv00160497.v1.p3	pht001116.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:38:28+00:00	2018-04-26 02:38:28+00:00 
2	HDL in blood	160506	phv00160506.v1.p3	pht001116.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:38:35+00:00	2018-04-26 02:38:35+00:00 
2	HDL in blood	85920	phv00085920.v2.p3	pht001118.v8.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:38:42+00:00	2018-04-26 02:38:42+00:00 
2	HDL in blood	86402	phv00086402.v2.p3	pht001119.v8.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:38:49+00:00	2018-04-26 02:38:49+00:00 
2	HDL in blood	86833	phv00086833.v2.p3	pht001120.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:38:55+00:00	2018-04-26 02:38:55+00:00 
2	HDL in blood	175239	phv00175239.v1.p3	pht003086.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:39:12+00:00	2018-04-26 02:39:12+00:00 
2	HDL in blood	176662	phv00176662.v1.p3	pht003091.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:39:18+00:00	2018-04-26 02:39:18+00:00 
2	HDL in blood	100042	phv00100042.v1.p1	pht001451.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:00:14+00:00	2018-05-03 18:00:14+00:00 
2	HDL in blood	105865	phv00105865.v1.p1	pht001490.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:00:37+00:00	2018-05-03 18:00:37+00:00 
2	HDL in blood	106991	phv00106991.v1.p1	pht001491.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:00:55+00:00	2018-05-03 18:00:55+00:00 
2	HDL in blood	77388	phv00077388.v6.p3	pht000987.v6.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-05-15 16:21:09+00:00	2018-05-15 16:21:09+00:00 
2	HDL in blood	308048	phv00308048.v1.p1	pht006661.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:13:09+00:00	2018-08-02 19:13:09+00:00 
2	HDL in blood	307766	phv00307766.v1.p1	pht006650.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:13:17+00:00	2018-08-02 19:13:17+00:00 
2	HDL in blood	277855	phv00277855.v1.p1	pht006048.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:13:25+00:00	2018-08-02 19:13:25+00:00 
2	HDL in blood	277407	phv00277407.v1.p1	pht006036.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:13:33+00:00	2018-08-02 19:13:33+00:00 
2	HDL in blood	277306	phv00277306.v1.p1	pht006031.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:13:43+00:00	2018-08-02 19:13:43+00:00 
2	HDL in blood	122566	phv00122566.v1.p1	pht001902.v1.p1	phs000284.v1.p1	Cleveland Family Study	284	1	2018-08-14 20:42:41+00:00	2018-08-14 20:42:41+00:00 
2	HDL in blood	123969	phv00123969.v1.p1	pht001902.v1.p1	phs000284.v1.p1	Cleveland Family Study	284	1	2018-08-14 20:42:53+00:00	2018-08-14 20:42:53+00:00 
2	HDL in blood	282935	phv00282935.v1.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-08-23 17:56:35+00:00	2018-08-23 17:56:35+00:00 
2	HDL in blood	282938	phv00282938.v1.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-08-23 17:56:35+00:00	2018-08-23 17:56:35+00:00 
2	HDL in blood	259055	phv00259055.v1.p1	pht003918.v2.p1	phs000741.v2.p1	GOLDN	741	2	2018-09-06 12:19:34+00:00	2018-09-06 12:19:34+00:00 
2	HDL in blood	258744	phv00258744.v1.p1	pht005253.v1.p1	phs000914.v1.p1	GWAS of Adiposity in Samoans	914	1	2018-09-06 12:53:57+00:00	2018-09-06 12:53:57+00:00 
3	Triglycerides in blood	87101	phv00087101.v1.p3	pht001121.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:11:59+00:00	2017-12-20 22:13:35+00:00 
3	Triglycerides in blood	82950	phv00082950.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:12:46+00:00	2017-12-20 22:12:46+00:00 
3	Triglycerides in blood	84968	phv00084968.v2.p3	pht001116.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:13:06+00:00	2017-12-20 22:13:06+00:00 
3	Triglycerides in blood	125933	phv00125933.v1.p1	pht001945.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:29:07+00:00	2017-12-22 18:29:07+00:00 
3	Triglycerides in blood	277574	phv00277574.v1.p1	pht006041.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2017-12-22 18:35:25+00:00	2017-12-22 18:35:25+00:00 
3	Triglycerides in blood	126043	phv00126043.v1.p1	pht001949.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:38:23+00:00	2017-12-22 18:38:23+00:00 
3	Triglycerides in blood	126048	phv00126048.v1.p1	pht001949.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:38:23+00:00	2017-12-22 18:38:23+00:00 
3	Triglycerides in blood	253019	phv00253019.v1.p1	pht005002.v1.p1	phs000956.v2.p1	Genetics of Cardiometabolic Health in the Amish	956	2	2017-12-22 18:38:23+00:00	2017-12-22 18:38:23+00:00 
3	Triglycerides in blood	307855	phv00307855.v1.p1	pht006655.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2017-12-22 18:38:23+00:00	2017-12-22 18:38:23+00:00 
3	Triglycerides in blood	204738	phv00204738.v1.p1	pht004063.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2017-12-22 22:48:33+00:00	2017-12-22 22:48:33+00:00 
3	Triglycerides in blood	100425	phv00100425.v1.p1	pht001452.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2017-12-22 22:55:37+00:00	2017-12-22 22:55:37+00:00 
3	Triglycerides in blood	123974	phv00123974.v1.p1	pht001902.v1.p1	phs000284.v1.p1	Cleveland Family Study	284	1	2017-12-22 23:01:08+00:00	2017-12-22 23:01:08+00:00 
3	Triglycerides in blood	258736	phv00258736.v1.p1	pht005253.v1.p1	phs000914.v1.p1	GWAS of Adiposity in Samoans	914	1	2017-12-22 23:03:39+00:00	2017-12-22 23:03:39+00:00 
3	Triglycerides in blood	193862	phv00193862.v3.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-01-12 23:42:46+00:00	2018-01-12 23:42:46+00:00 
3	Triglycerides in blood	282937	phv00282937.v1.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-01-12 23:44:24+00:00	2018-01-12 23:44:24+00:00 
3	Triglycerides in blood	253240	phv00253240.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-03-14 22:01:39+00:00	2018-03-14 22:01:39+00:00 
3	Triglycerides in blood	207636	phv00207636.v1.p1	pht004121.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 14:11:01+00:00	2018-03-15 14:11:01+00:00 
3	Triglycerides in blood	204651	phv00204651.v1.p1	pht004062.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:27:45+00:00	2018-03-15 17:27:45+00:00 
3	Triglycerides in blood	204877	phv00204877.v1.p1	pht004064.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:28:20+00:00	2018-03-15 17:28:20+00:00 
3	Triglycerides in blood	204968	phv00204968.v1.p1	pht004065.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:28:41+00:00	2018-03-15 17:28:41+00:00 
3	Triglycerides in blood	207649	phv00207649.v1.p1	pht004122.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:29:18+00:00	2018-03-15 17:29:18+00:00 
3	Triglycerides in blood	207661	phv00207661.v1.p1	pht004123.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:32:24+00:00	2018-03-15 17:32:24+00:00 
3	Triglycerides in blood	207676	phv00207676.v1.p1	pht004124.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:35:33+00:00	2018-03-15 17:35:33+00:00 
3	Triglycerides in blood	214066	phv00214066.v1.p1	pht004228.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-15 17:38:32+00:00	2018-03-15 17:38:32+00:00 
3	Triglycerides in blood	113701	phv00113701.v2.p2	pht001588.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	115099	phv00115099.v2.p2	pht001644.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	116373	phv00116373.v2.p2	pht001695.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	117574	phv00117574.v2.p2	pht001742.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	119614	phv00119614.v2.p2	pht001802.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	120668	phv00120668.v2.p2	pht001848.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 14:49:33+00:00	2018-04-17 14:49:33+00:00 
3	Triglycerides in blood	85918	phv00085918.v2.p3	pht001118.v8.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:41:32+00:00	2018-04-26 02:41:32+00:00 
3	Triglycerides in blood	86400	phv00086400.v2.p3	pht001119.v8.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:41:38+00:00	2018-04-26 02:41:38+00:00 
3	Triglycerides in blood	86831	phv00086831.v2.p3	pht001120.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:41:44+00:00	2018-04-26 02:41:44+00:00 
3	Triglycerides in blood	175237	phv00175237.v1.p3	pht003086.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:41:52+00:00	2018-04-26 02:41:52+00:00 
3	Triglycerides in blood	176660	phv00176660.v1.p3	pht003091.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:41:58+00:00	2018-04-26 02:41:58+00:00 
3	Triglycerides in blood	160504	phv00160504.v1.p3	pht001116.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-26 02:42:53+00:00	2018-04-26 02:42:53+00:00 
3	Triglycerides in blood	55264	phv00055264.v5.p10	pht000395.v8.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:35:11+00:00	2018-04-26 17:35:11+00:00 
3	Triglycerides in blood	71892	phv00071892.v4.p10	pht000742.v5.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:35:40+00:00	2018-04-26 17:35:40+00:00 
3	Triglycerides in blood	172172	phv00172172.v2.p10	pht002889.v2.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:36:10+00:00	2018-04-26 17:36:10+00:00 
3	Triglycerides in blood	227015	phv00227015.v1.p10	pht004801.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:36:37+00:00	2018-04-26 17:36:37+00:00 
3	Triglycerides in blood	227056	phv00227056.v1.p10	pht004802.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:36:57+00:00	2018-04-26 17:36:57+00:00 
3	Triglycerides in blood	255342	phv00255342.v1.p10	pht005143.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:37:24+00:00	2018-04-26 17:37:24+00:00 
3	Triglycerides in blood	275403	phv00275403.v1.p10	pht006010.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:37:45+00:00	2018-04-26 17:37:45+00:00 
3	Triglycerides in blood	275415	phv00275415.v1.p10	pht006011.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:38:06+00:00	2018-04-26 17:38:06+00:00 
3	Triglycerides in blood	931	phv00000931.v1.p10	pht000009.v2.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:39:37+00:00	2018-04-26 17:39:37+00:00 
3	Triglycerides in blood	1052	phv00001052.v1.p10	pht000010.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:42:44+00:00	2018-04-26 17:42:44+00:00 
3	Triglycerides in blood	1053	phv00001053.v1.p10	pht000010.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:43:02+00:00	2018-04-26 17:43:02+00:00 
3	Triglycerides in blood	1054	phv00001054.v1.p10	pht000010.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:43:40+00:00	2018-04-26 17:43:40+00:00 
3	Triglycerides in blood	1209	phv00001209.v1.p10	pht000011.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:44:06+00:00	2018-04-26 17:44:06+00:00 
3	Triglycerides in blood	1390	phv00001390.v1.p10	pht000012.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:44:29+00:00	2018-04-26 17:44:29+00:00 
3	Triglycerides in blood	1402	phv00001402.v1.p10	pht000012.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:45:05+00:00	2018-04-26 17:45:05+00:00 
3	Triglycerides in blood	1593	phv00001593.v1.p10	pht000013.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:45:23+00:00	2018-04-26 17:45:23+00:00 
3	Triglycerides in blood	1594	phv00001594.v1.p10	pht000013.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:45:49+00:00	2018-04-26 17:45:49+00:00 
3	Triglycerides in blood	6321	phv00006321.v1.p10	pht000026.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:46:12+00:00	2018-04-26 17:46:12+00:00 
3	Triglycerides in blood	6661	phv00006661.v1.p10	pht000027.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:46:42+00:00	2018-04-26 17:46:42+00:00 
3	Triglycerides in blood	6669	phv00006669.v1.p10	pht000028.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:47:22+00:00	2018-04-26 17:47:22+00:00 
3	Triglycerides in blood	7530	phv00007530.v1.p10	pht000029.v3.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:47:43+00:00	2018-04-26 17:47:43+00:00 
3	Triglycerides in blood	7540	phv00007540.v5.p10	pht000030.v7.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:48:05+00:00	2018-04-26 17:48:05+00:00 
3	Triglycerides in blood	7976	phv00007976.v5.p10	pht000031.v7.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:48:48+00:00	2018-04-26 17:48:48+00:00 
3	Triglycerides in blood	8105	phv00008105.v5.p10	pht000031.v7.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:49:36+00:00	2018-04-26 17:49:36+00:00 
3	Triglycerides in blood	8730	phv00008730.v5.p10	pht000032.v6.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:50:13+00:00	2018-04-26 17:50:13+00:00 
3	Triglycerides in blood	9124	phv00009124.v5.p10	pht000033.v8.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:51:35+00:00	2018-04-26 17:51:35+00:00 
3	Triglycerides in blood	9576	phv00009576.v5.p10	pht000034.v7.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:52:53+00:00	2018-04-26 17:52:53+00:00 
3	Triglycerides in blood	10136	phv00010136.v5.p10	pht000035.v8.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:53:24+00:00	2018-04-26 17:53:24+00:00 
3	Triglycerides in blood	10144	phv00010144.v5.p10	pht000036.v8.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:54:03+00:00	2018-04-26 17:54:03+00:00 
3	Triglycerides in blood	21393	phv00021393.v4.p10	pht000074.v10.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 17:54:58+00:00	2018-04-26 17:54:58+00:00 
3	Triglycerides in blood	70733	phv00070733.v1.p10	pht000692.v2.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:14:53+00:00	2018-04-26 18:14:53+00:00 
3	Triglycerides in blood	81038	phv00081038.v1.p10	pht001045.v2.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:15:19+00:00	2018-04-26 18:15:19+00:00 
3	Triglycerides in blood	277049	phv00277049.v1.p10	pht006026.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:16:05+00:00	2018-04-26 18:16:05+00:00 
3	Triglycerides in blood	277050	phv00277050.v1.p10	pht006026.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:16:20+00:00	2018-04-26 18:16:20+00:00 
3	Triglycerides in blood	277203	phv00277203.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:16:44+00:00	2018-04-26 18:16:44+00:00 
3	Triglycerides in blood	277204	phv00277204.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:17:35+00:00	2018-04-26 18:17:35+00:00 
3	Triglycerides in blood	277205	phv00277205.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:18:02+00:00	2018-04-26 18:18:02+00:00 
3	Triglycerides in blood	277206	phv00277206.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:18:51+00:00	2018-04-26 18:18:51+00:00 
3	Triglycerides in blood	277207	phv00277207.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:19:35+00:00	2018-04-26 18:19:35+00:00 
3	Triglycerides in blood	277208	phv00277208.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:20:14+00:00	2018-04-26 18:20:14+00:00 
3	Triglycerides in blood	277209	phv00277209.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:20:31+00:00	2018-04-26 18:20:31+00:00 
3	Triglycerides in blood	277210	phv00277210.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:21:04+00:00	2018-04-26 18:21:04+00:00 
3	Triglycerides in blood	277211	phv00277211.v1.p10	pht006027.v1.p10	phs000007.v29.p10	Framingham Heart Study	7	29	2018-04-26 18:21:20+00:00	2018-04-26 18:21:20+00:00 
3	Triglycerides in blood	100041	phv00100041.v1.p1	pht001451.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:01:36+00:00	2018-05-03 18:01:36+00:00 
3	Triglycerides in blood	105864	phv00105864.v1.p1	pht001490.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:02:02+00:00	2018-05-03 18:02:02+00:00 
3	Triglycerides in blood	106990	phv00106990.v1.p1	pht001491.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-05-03 18:02:15+00:00	2018-05-03 18:02:15+00:00 
3	Triglycerides in blood	77397	phv00077397.v6.p3	pht000987.v6.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-05-07 23:10:22+00:00	2018-05-07 23:10:22+00:00 
3	Triglycerides in blood	307767	phv00307767.v1.p1	pht006650.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:16:06+00:00	2018-08-02 19:16:06+00:00 
3	Triglycerides in blood	277307	phv00277307.v1.p1	pht006031.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-02 19:16:14+00:00	2018-08-02 19:16:14+00:00 
3	Triglycerides in blood	123975	phv00123975.v1.p1	pht001902.v1.p1	phs000284.v1.p1	Cleveland Family Study	284	1	2018-08-14 20:42:08+00:00	2018-08-14 20:42:08+00:00 
3	Triglycerides in blood	277405	phv00277405.v1.p1	pht006036.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-14 22:20:31+00:00	2018-08-14 22:20:31+00:00 
3	Triglycerides in blood	277850	phv00277850.v1.p1	pht006048.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-14 23:10:10+00:00	2018-08-14 23:10:10+00:00 
3	Triglycerides in blood	308043	phv00308043.v1.p1	pht006661.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2018-08-16 00:11:38+00:00	2018-08-16 00:11:38+00:00 
3	Triglycerides in blood	282935	phv00282935.v1.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-08-23 18:08:58+00:00	2018-08-23 18:08:58+00:00 
3	Triglycerides in blood	282938	phv00282938.v1.p3	pht003419.v3.p3	phs000200.v11.p3	Women's Health Initiative (WHI)	200	11	2018-08-23 18:08:58+00:00	2018-08-23 18:08:58+00:00 
3	Triglycerides in blood	259054	phv00259054.v1.p1	pht003918.v2.p1	phs000741.v2.p1	GOLDN	741	2	2018-09-06 12:18:38+00:00	2018-09-06 12:18:38+00:00 
3	Triglycerides in blood	258737	phv00258737.v1.p1	pht005253.v1.p1	phs000914.v1.p1	GWAS of Adiposity in Samoans	914	1	2018-09-06 12:52:20+00:00	2018-09-06 12:52:20+00:00 
4	Total cholesterol in blood	84974	phv00084974.v2.p3	pht001116.v10.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:17:41+00:00	2017-12-20 22:17:41+00:00 
4	Total cholesterol in blood	82956	phv00082956.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:18:13+00:00	2017-12-20 22:18:13+00:00 
4	Total cholesterol in blood	87100	phv00087100.v1.p3	pht001121.v3.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2017-12-20 22:18:51+00:00	2017-12-20 22:18:51+00:00 
4	Total cholesterol in blood	126040	phv00126040.v1.p1	pht001949.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:40:52+00:00	2017-12-22 18:40:52+00:00 
4	Total cholesterol in blood	126045	phv00126045.v1.p1	pht001949.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:40:52+00:00	2017-12-22 18:40:52+00:00 
4	Total cholesterol in blood	125927	phv00125927.v1.p1	pht001945.v1.p1	phs000286.v5.p1	Jackson Heart Study	286	5	2017-12-22 18:40:52+00:00	2017-12-22 18:40:52+00:00 
4	Total cholesterol in blood	253020	phv00253020.v1.p1	pht005002.v1.p1	phs000956.v2.p1	Genetics of Cardiometabolic Health in the Amish	956	2	2017-12-22 18:40:52+00:00	2017-12-22 18:40:52+00:00 
4	Total cholesterol in blood	277573	phv00277573.v1.p1	pht006041.v1.p1	phs001238.v1.p1	Genetic Epidemiology Network of Arteriopathy (GENOA)	1238	1	2017-12-22 18:40:52+00:00	2017-12-22 18:40:52+00:00 
